"source_section","source_section_name","field_id","field_name","destination","destination_field_name","destination_format","frequency","transformation","quirks_notes","spec_source"
"G","Bank Account Details","G-is_primary","Primary Bank Account Flag","bse-ucc","BANK_PRIMARY_FLAG","CHAR(1)","one-time","[direct]","Designation of one primary mandatory in revised UCC","BSE/20231018-39"
"G","Bank Account Details","G-is_primary","Primary Bank Flag","cdsl-bo","PRIMARY_BANK_FLAG","CHAR(1)","on-modify","[direct]","Y/N; exactly one Y per BO; line 05; payouts default to primary","CDSL/OPS/DP/SYSTM/2023/119"
"G","Bank Account Details","G-is_primary","Primary Bank Account Flag","mcx-ucc","BANK_PRIMARY_FLAG","CHAR(1)","one-time","[direct]","Primary settlement bank","MCX/TECH/394/2023"
"G","Bank Account Details","G-is_primary","Primary Bank Flag","nsdl-bo","PrmryBkFlg","CHAR(1) UDiFF","on-modify","[direct]","Exactly-one-Y constraint; SPICE settlement uses primary bank","NSDL/POLICY/2024/0131"
"G","Bank Account Details","G-is_primary","Primary Bank Account Flag","nse-ucc","BANK_PRIMARY_FLAG","CHAR(1)","one-time","[direct]","Exactly one Y across up to 5 accounts","NSE/ISC/61817"
"G","Bank Account Details","G-is_primary","Is Primary Flag","rms","primary_bank_flg","CHAR(1)","on-modify","[direct]","only primary considered for fund-balance calculation","[industry typical]"
"G","Bank Account Details","G-micr_code","MICR Code","back-office","micr","CHAR(9)","on-modify","[direct]","legacy; some BOs still print on cheque-leaflet","[industry typical]"
"G","Bank Account Details","G-micr_code","MICR Code","cdsl-bo","MICR_CODE","CHAR(9)","on-modify","[direct]","9-digit numeric; optional line 05; left-padded with zeros","CDSL/OPS/DP/SYSTM/2023/119"
"G","Bank Account Details","G-micr_code","MICR Code","ckyc","MICR_CODE","VARCHAR(9)","one-time","[direct]","CKYC optional","CKYC/2020/04"
"G","Bank Account Details","G-micr_code","MICR Code","kra","MICR","VARCHAR(9)","on-modify","[direct]","9 digits; optional","[industry typical]"
"G","Bank Account Details","G-micr_code","MICR Code","nsdl-bo","MICR","CHAR(9) UDiFF","on-modify","[direct]","Optional 9-digit element","NSDL/POLICY/2024/0041"
"G","Bank Account Details","G-penny_drop_date","Penny Drop Date","back-office","pd_date","DATE YYYYMMDD","on-modify","formatted","audit retention 8 yrs","[industry typical]"
"G","Bank Account Details","G-penny_drop_name_match_score","Penny Drop Name Match Score","back-office","pd_match_score","NUMBER(3)","on-modify","[direct]","0-100; below threshold triggers manual review","[industry typical]"
"G","Bank Account Details","G-penny_drop_name_returned","Penny Drop Name Returned","back-office","pd_name_returned","VARCHAR(100)","on-modify","[direct]","preserved for AML re-screen workflow","[industry typical]"
"G","Bank Account Details","G-penny_drop_ref","Bank Reference (CCR/CTR)","aml-fiu","CCR_TRANSACTION_REF","VARCHAR(30)","on-event","[direct]","where broker receives counterfeit cash at branch; CCR filed regardless of amount per PMLR Rule 3(1)(B)","FIU-IND-PMLR-AMEND-2023-03-07"
"G","Bank Account Details","G-penny_drop_ref","Penny Drop UTR","back-office","pd_utr","VARCHAR(30)","on-modify","[direct]","audit-trail UTR for first-payout dispute resolution","[industry typical]"
"G","Bank Account Details","G-penny_drop_status","Penny Drop Status","back-office","pd_status","VARCHAR(2)","on-modify","[direct]","S/F/P; only S allows payout activation","[industry typical]"
"H","Demat Account Details","H-account_status","Demat Account Status","back-office","demat_acct_status","VARCHAR(2)","on-modify","[direct]","AC/FR/CL; FR blocks new buys at OMS via RMS rule","[industry typical]"
"H","Demat Account Details","H-account_status","BO Account Status","cdsl-bo","ACCT_STATUS","CHAR(2)","on-event","lookup against R","Code AC=Active, FR=Frozen, CL=Closed, SU=Suspended; auto-updated on KRA validation failure (CDSL/OPS/DP/POLCY/2026/234)","CDSL/OPS/DP/POLCY/2026/234"
"H","Demat Account Details","H-account_status","BO Account Status","nsdl-bo","AcctSts","CHAR(2) UDiFF","on-event","lookup against R","Status code element; updated via Client Maintenance API","NSDL/POLICY/2024/0012"
"H","Demat Account Details","H-account_status","Demat Status","rms","demat_status_flag","VARCHAR(2)","on-modify","[direct]","FR/CL blocks all new buy orders in pre-trade pipeline","[industry typical]"
"H","Demat Account Details","H-account_type","Demat Account Type","back-office","demat_acct_type","VARCHAR(2)","on-modify","[direct]","IN/JO/MN; JO triggers joint-holder ledger logic","[industry typical]"
"H","Demat Account Details","H-account_type","BO Account Type","cdsl-bo","ACCT_TYPE","CHAR(2)","one-time","lookup against R","Code IN=Individual, JO=Joint, MN=Minor, HU=HUF; line 06","CDSL/OPS/DP/POLCY/2022/115"
"H","Demat Account Details","H-account_type","BO Account Type","nsdl-bo","BOAcctTp","CHAR(2) UDiFF","one-time","lookup against R","ISO-tagged element; sub-type classifications added in 2022 (NSDL/POLICY/2022/126)","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-bo_id","BO ID","aml-fiu","DEMAT_ACCOUNT_ID","CHAR(16)","on-event","[direct]","depository STR mandatory for off-market transfer suspicions; CDSL 16-digit / NSDL IN+14","FIU-IND-REPORTING-FORMAT-V114"
"H","Demat Account Details","H-bo_id","BO ID","back-office","bo_id","VARCHAR(16)","one-time","concat with X","concat of DP ID + Client ID; key for holding-statement dispatch and direct-payout","SEBI/HO/MIRSD/MIRSD-PoD1/P/CIR/2024/75"
"H","Demat Account Details","H-bo_id","BO ID","back-office","direct_payout_demat_target","VARCHAR(16)","on-trade","[direct]","BO ID becomes direct-payout destination per SEBI Nov 2024 mandate","SEBI/HO/MIRSD/MIRSD-PoD1/P/CIR/2024/75"
"H","Demat Account Details","H-bo_id","BO ID (Demat)","bse-ucc","BO_ID","VARCHAR(16)","one-time","derived from Y","Demat freeze rule applies if KRA flags KYC invalid (BSE 20241202-5)","BSE/20241202-5"
"H","Demat Account Details","H-bo_id","BO ID","cdsl-bo","BO_ID","CHAR(16)","one-time","concat with X","Concatenation DP_ID (8 digit) + CLIENT_ID (8 digit) = 16-digit numeric; line 06; primary key","CDSL/OPS/DP/SYSTM/2023/119"
"H","Demat Account Details","H-bo_id","Beneficiary Owner ID","contract-notes","ClientBOID","VARCHAR(16)","on-trade","[direct]","CDSL: 16-digit numeric; NSDL: IN-prefixed 14-alphanumeric; printed on ECN for delivery trades","NSE/INSP/61999"
"H","Demat Account Details","H-bo_id","BO ID","dlt-comms","BO_ID_VAR","CHAR(16)","on-event","[direct]","printed in depository SMS (off-market transfer alert, pledge alert); CDSL/NSDL prescribed templates","[industry typical]"
"H","Demat Account Details","H-bo_id","BO ID (Demat)","mcx-ucc","_NA_","none","one-time","null-if-Z","Not applicable; MCX has no demat dependency for trading account","MCX/TECH/394/2023"
"H","Demat Account Details","H-bo_id","BO ID","nsdl-bo","BOID","CHAR(16) UDiFF","one-time","concat with X","Format IN + 14 alphanumeric (DP ID 8 chars + Client ID 8 chars including 'IN' prefix); primary key","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-bo_id","BO ID (Demat)","nse-ucc","BO_ID","VARCHAR(16)","one-time","derived from Y","Derived dp_id+client_id; required for UCC-demat validation by depositories","NSE/ISC/64984"
"H","Demat Account Details","H-bo_id","Beneficiary Owner ID","regulatory-reports","BOID","VARCHAR(16)","daily","[direct]","appears in direct-payout obligation file and pledge/MTF margin reports; CM-pool keying changed by NCL Aug-2025","NCL/CMPT/69455"
"H","Demat Account Details","H-bo_id","BO ID","rms","client_bo_id","VARCHAR(16)","one-time","[direct]","primary key for pledged-collateral lookup; CSMFA/CUSPA mapping","NCL/CMPT/63669"
"H","Demat Account Details","H-bo_status_code","BO Status Code","cdsl-bo","BO_STATUS_CODE","CHAR(2)","one-time","lookup against R","2-char primary status code (Resident, NRI, FN, etc.) different from sub-status; line 02","CDSL/OPS/DP/SYSTM/2023/119"
"H","Demat Account Details","H-bo_status_code","BO Status Code","nsdl-bo","BOStsCd","CHAR(2) UDiFF","one-time","lookup against R","Primary BO status code element","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-bsda_flag","BSDA Flag","back-office","bsda_flg","CHAR(1)","on-modify","[direct]","Basic Services Demat flag; reduces AMC charge in BO billing","[industry typical]"
"H","Demat Account Details","H-bsda_flag","BSDA Flag","cdsl-bo","BSDA_FLAG","CHAR(1)","one-time","[direct]","Y/N; line 06; default Y at opening per CDSL practice; opt-out by email consent","CDSL/OPS/DP/POLCY/2024/208"
"H","Demat Account Details","H-bsda_flag","BSDA Flag","nsdl-bo","BSDAFlg","CHAR(1) UDiFF","one-time","[direct]","Default Y; opt-out requires email-consent date capture per V2.0.0.0","NSDL/POLICY/2024/0122"
"H","Demat Account Details","H-bsda_optout_consent_date","BSDA Opt-Out Consent Date","cdsl-bo","BSDA_OPTOUT_DATE","CHAR(8)","one-time","formatted","YYYYMMDD if BSDA opt-out; required by V2.0.0.0; CDSL aligns to NSDL convention","CDSL/OPS/DP/POLCY/2024/208"
"H","Demat Account Details","H-bsda_optout_consent_date","BSDA Opt-Out Consent Date","nsdl-bo","BSDAOptOutCnsntDt","ISODate (YYYY-MM-DD)","one-time","formatted","Date of email consent for BSDA Opt-out; required per V2.0.0.0 (Apr 4, 2025)","NSDL/POLICY/2025/0042"
"H","Demat Account Details","H-client_id","Client ID","back-office","client_id_demat","VARCHAR(8)","one-time","[direct]","8-digit; concatenated with DP ID for BO ID","[industry typical]"
"H","Demat Account Details","H-client_id","Demat Client ID","bse-ucc","DEMAT_CLIENT_ID","CHAR(8)","one-time","[direct]","Mandatory in UCC batch upload (along with name/PAN match)","BSE/20231018-39"
"H","Demat Account Details","H-client_id","Client ID","cdsl-bo","CLIENT_ID","CHAR(8)","one-time","[direct]","8-digit numeric assigned by DP within their range; line 06 positional","CDSL/OPS/DP/SYSTM/2023/119"
"H","Demat Account Details","H-client_id","Demat Client ID","mcx-ucc","_NA_","none","one-time","null-if-Z","Not part of MCX UCC; commodity delivery uses Warehouse Receipts (eWHR)","MCX/TECH/394/2023"
"H","Demat Account Details","H-client_id","Client ID","nsdl-bo","ClntId","CHAR(8) UDiFF","one-time","[direct]","8-digit alphanumeric within NSDL DP range","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-client_id","Demat Client ID","nse-ucc","DEMAT_CLIENT_ID","CHAR(8)","one-time","[direct]","Part of UCC-demat mapping bundle","NSE/ISC/64984"
"H","Demat Account Details","H-cusps_account_flag","CUSPA Indicator","cdsl-bo","CUSPA_FLAG","CHAR(1)","one-time","[direct]","Y/N for Client Unpaid Securities Pledgee Account","CDSL/OPS/DP/SYSTM/2023/119"
"H","Demat Account Details","H-cusps_account_flag","CUSPA Indicator","nsdl-bo","CUSPAFlg","CHAR(1) UDiFF","one-time","[direct]","CUSPA flag element","NSDL/POLICY/2023/0113"
"H","Demat Account Details","H-depository","Depository","back-office","depository_cd","VARCHAR(4)","one-time","[direct]","CDSL/NSDL; drives direct-payout routing and CUSPA mapping","SEBI/HO/MIRSD/MIRSD-PoD1/P/CIR/2024/75"
"H","Demat Account Details","H-depository","Depository","back-office","cuspa_account_route_cd","VARCHAR(8)","on-trade","lookup against R","TM CUSPA / CM CUSPA mapping depending on depository and clearing arrangement","NCL/CMPT/63669"
"H","Demat Account Details","H-depository","Depository","cdsl-bo","DEPOSITORY","CHAR(4)","one-time","[direct]","Hardcoded 'CDSL' in line 06 header","CDSL/OPS/DP/SYSTM/2023/119"
"H","Demat Account Details","H-depository","Depository","nsdl-bo","DpstryNm","CHAR(4) UDiFF","one-time","[direct]","Hardcoded 'NSDL' element; UDiFF V2.0.0.0","NSDL/POLICY/2025/0042"
"H","Demat Account Details","H-depository","Depository","rms","depository_for_pledge","VARCHAR(4)","one-time","[direct]","drives margin-pledge file format (CDSL vs NSDL)","[industry typical]"
"H","Demat Account Details","H-dp_id","DP ID","back-office","dp_id","VARCHAR(8)","one-time","[direct]","CDSL 8-digit, NSDL IN+6; key for ledger demat-link","[industry typical]"
"H","Demat Account Details","H-dp_id","DP ID","bse-ucc","DP_ID","CHAR(8)","one-time","[direct]","Up to 5 demat accounts; required for direct-payout-to-demat regime","BSE/20250110-47"
"H","Demat Account Details","H-dp_id","DP ID","cdsl-bo","DP_ID","CHAR(8)","one-time","[direct]","8-digit numeric assigned by CDSL; first segment of BO ID; line 06","CDSL/OPS/DP/SYSTM/2023/119"
"H","Demat Account Details","H-dp_id","DP ID","dlt-comms","DP_ID_VAR","CHAR(8)","on-event","[direct]","printed in depository transactional templates to locate DP","[industry typical]"
"H","Demat Account Details","H-dp_id","DP ID","mcx-ucc","_NA_","none","one-time","null-if-Z","Demat not required for MCX (cash-settled / warehouse-receipts via ComRIS for delivery)","MCX/TECH/394/2023"
"H","Demat Account Details","H-dp_id","DP ID","nsdl-bo","DPID","CHAR(8) UDiFF","one-time","formatted","NSDL format 'IN' + 6 digits (e.g. IN300123); ISO-tagged","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-dp_id","DP ID","nse-ucc","DP_ID","CHAR(8)","one-time","[direct]","Required for UCC-demat mapping per direct-payout regime (NSE/ISC/64984)","NSE/ISC/64984"
"H","Demat Account Details","H-dp_id","Depository Participant ID","regulatory-reports","DPID","CHAR(8)","daily","[direct]","CDSL: 8 digits; NSDL: IN+6 digits; required for direct payout to client demat (Phase-2 from settlement 2425828)","NCL/CMPT/66779"
"H","Demat Account Details","H-dp_name","DP Name","back-office","dp_name","VARCHAR(100)","one-time","[direct]","appears on demat holding statement header","[industry typical]"
"H","Demat Account Details","H-holding_type","Holding Pattern","cdsl-bo","HOLDING_PATTERN","CHAR(2)","one-time","lookup against R","SI=Single, J2=Joint(2), J3=Joint(3); line 06; second/third holder triggers replication of line 01-02","CDSL/OPS/DP/SYSTM/2023/119"
"H","Demat Account Details","H-holding_type","Holding Pattern","nsdl-bo","HldgPttrn","CHAR(2) UDiFF","one-time","lookup against R","Holding pattern code; joint accounts use HldrInf repeating block","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-ifsc_branch","First Holder IFSC","cdsl-bo","FIRST_HOLDER_IFSC","CHAR(11)","on-modify","uppercase","Bank IFSC linked at BO level for payouts; same as G-ifsc_code","CDSL/OPS/DP/SYSTM/2023/119"
"H","Demat Account Details","H-ifsc_branch","First Holder IFSC","nsdl-bo","FrstHldrIFSC","CHAR(11) UDiFF","on-modify","uppercase","Linked IFSC element","NSDL/POLICY/2024/0041"
"H","Demat Account Details","H-income_range","Income Range","cdsl-bo","INCOME_RANGE","CHAR(2)","one-time","lookup against R","Income range code 01-06; mandatory per CDSL POLCY/2021/152","CDSL/OPS/DP/POLCY/2021/152"
"H","Demat Account Details","H-income_range","Income Range","nsdl-bo","GrssIncmRng","CHAR(2) UDiFF","one-time","lookup against R","Income range code element; mandatory","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-lei_number","Legal Entity Identifier","cdsl-bo","LEI_NUMBER","CHAR(20)","on-modify","uppercase","20-char LEI for non-individual; freeze reason 30 on expiry per CDSL/OPS/DP/POLCY/2024/51","CDSL/OPS/DP/POLCY/2024/51"
"H","Demat Account Details","H-lei_number","Legal Entity Identifier","nsdl-bo","LEI","CHAR(20) UDiFF","on-modify","uppercase","LEI element for non-individual entities; ISO 17442 format","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-occupation","Occupation","cdsl-bo","OCCUPATION_CODE","CHAR(2)","one-time","lookup against R","Occupation code 01-11/99; mandatory line 06; harmonized with KRA","CDSL/OPS/DP/POLCY/2021/152"
"H","Demat Account Details","H-occupation","Occupation","nsdl-bo","OccptnCd","CHAR(2) UDiFF","one-time","lookup against R","Occupation code element","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-opening_date","Demat Opening Date","back-office","demat_open_dt","DATE YYYYMMDD","one-time","formatted","needed for KYC audit trail","[industry typical]"
"H","Demat Account Details","H-opening_date","BO Account Opening Date","cdsl-bo","OPENING_DATE","CHAR(8)","one-time","formatted","YYYYMMDD format in line 06; right-aligned","CDSL/OPS/DP/SYSTM/2023/119"
"H","Demat Account Details","H-opening_date","BO Account Opening Date","nsdl-bo","OpngDt","ISODate (YYYY-MM-DD)","one-time","formatted","ISO 8601 date element","NSDL/POLICY/2024/0041"
"H","Demat Account Details","H-operation_mode","Operation Mode","cdsl-bo","OPERATION_MODE","CHAR(2)","one-time","lookup against R","Code ES=Either or Survivor, AS=Anyone or Survivor, JO=Jointly; mandatory for joint","CDSL/OPS/DP/SYSTM/2023/119"
"H","Demat Account Details","H-operation_mode","Operation Mode","nsdl-bo","OprtnMd","CHAR(2) UDiFF","one-time","lookup against R","Operation mode element","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-pms_manager_flag","PMS Manager Indicator","cdsl-bo","PMS_MGR_FLAG","CHAR(1)","one-time","[direct]","Purpose code 23 in BO setup if PMS sub-type per CDSL/OPS/DP/SYSTM/2023/280","CDSL/OPS/DP/SYSTM/2023/280"
"H","Demat Account Details","H-pms_manager_flag","PMS Manager Indicator","nsdl-bo","PMSMgrFlg","CHAR(1) UDiFF","one-time","[direct]","PMS manager element in sub-type block","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-purpose_code","BO Purpose Code","cdsl-bo","BO_PURPOSE_CODE","CHAR(2)","one-time","lookup against R","CDSL purpose code; 23 for PMS, others per CDSL/OPS/DP/SYSTM/2023/280","CDSL/OPS/DP/SYSTM/2023/280"
"H","Demat Account Details","H-purpose_code","BO Purpose Code","nsdl-bo","BOPrpCd","CHAR(2) UDiFF","one-time","lookup against R","Purpose code element","NSDL/POLICY/2025/0056"
"H","Demat Account Details","H-ucc_code","UCC Mapping","cdsl-bo","UCC_CODE","CHAR(10)","on-modify","[direct]","UCC mapped at BO level per CDSL/OPS/DP/POLCY/2020/141; line 06","CDSL/OPS/DP/POLCY/2020/141"
"H","Demat Account Details","H-ucc_code","UCC Mapping","nsdl-bo","UCCMpng","VARCHAR(10) UDiFF","on-modify","[direct]","Exchange-provided UCC mapped via Client Maintenance API","NSDL/POLICY/2024/0012"
"I","Nomination Details","I-guardian_address","Guardian Address","cdsl-bo","GUARDIAN_ADDRESS","CHAR(255)","on-modify","truncate to N","Mandatory if minor nominee; right-padded","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-guardian_address","Guardian Address","nsdl-bo","GdnAdr","VARCHAR(255) UDiFF","on-modify","truncate to N","ISO 20022 address structure","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-guardian_name","Guardian Name","back-office","guardian_nm","VARCHAR(100)","on-modify","[direct]","conditional on minor nominee; transmission custodian","[industry typical]"
"I","Nomination Details","I-guardian_name","Guardian Name (Minor Nominee)","cdsl-bo","GUARDIAN_NAME","CHAR(100)","on-modify","uppercase","Conditional in line 07; mandatory if nominee_is_minor=Y","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-guardian_name","Guardian Name (Minor Nominee)","nsdl-bo","GdnNm","VARCHAR(100) UDiFF","on-modify","uppercase","Conditional ISO-tagged element","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-guardian_pan","Guardian PAN","back-office","guardian_pan","CHAR(10)","on-modify","uppercase","conditional; mandatory KYC of guardian","[industry typical]"
"I","Nomination Details","I-guardian_pan","Guardian PAN","cdsl-bo","GUARDIAN_PAN","CHAR(10)","on-modify","uppercase","Conditional on nominee_is_minor=Y","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-guardian_pan","Guardian PAN","nsdl-bo","GdnPANNb","CHAR(10) UDiFF","on-modify","uppercase","Conditional element","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-guardian_relationship","Guardian Relationship","cdsl-bo","GUARDIAN_RELATION","CHAR(2)","on-modify","lookup against R","Relationship code FA/MO/CG; conditional on nominee_is_minor=Y","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-guardian_relationship","Guardian Relationship","nsdl-bo","GdnRltnshp","CHAR(2) UDiFF","on-modify","lookup against R","Conditional element","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-nomination_opted","Nomination Opted","back-office","nom_opted_flg","CHAR(1)","on-modify","[direct]","Y/N; N requires video opt-out per Jan 2025 revamp","SEBI circular Jan 10, 2025"
"I","Nomination Details","I-nomination_opted","Nomination Opted","cdsl-bo","NOMINATION_OPTED","CHAR(1)","one-time","[direct]","Y/N; line 07 mandatory; per SEBI Jun 10, 2024 simplification 3 fields minimum at opt-in","CDSL/OPS/DP/POLCY/2024/317"
"I","Nomination Details","I-nomination_opted","Nomination Opted","nsdl-bo","NomFlg","CHAR(1) UDiFF","one-time","[direct]","Y/N element; ISO-tagged; can be changed any number of times per SEBI Jan 10, 2025","NSDL/POLICY/2025/0006"
"I","Nomination Details","I-nominee_aadhaar","Nominee Aadhaar (Last 4)","cdsl-bo","NOMINEE_AADHAAR_L4","CHAR(4)","on-modify","formatted","Last 4 digits only; first 8 must be 'X' if full Aadhaar captured per CDSL/OPS/DP/SYSTM/2024/628","CDSL/OPS/DP/SYSTM/2024/628"
"I","Nomination Details","I-nominee_aadhaar","Nominee Aadhaar (Last 4)","nsdl-bo","NomAdhaarL4","CHAR(4) UDiFF","on-modify","formatted","Last 4 digits only; masked per DPDP","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-nominee_address","Nominee Address","back-office","nom_addr","VARCHAR(255)","on-modify","[direct]","transmission documents lookup","[industry typical]"
"I","Nomination Details","I-nominee_address","Nominee Address","cdsl-bo","NOMINEE_ADDRESS","CHAR(255)","on-modify","truncate to N","Mandatory at opening per SEBI revamp; line 07 nominee block; truncated to 255","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-nominee_address","Nominee Address","nsdl-bo","NomAdr","VARCHAR(255) UDiFF","on-modify","truncate to N","ISO 20022 address structure; address/state made optional from V2.0.0.0 (Apr 4, 2025)","NSDL/POLICY/2025/0042"
"I","Nomination Details","I-nominee_city","Nominee City","back-office","nom_city","VARCHAR(50)","on-modify","[direct]","intimation routing on holder death event","[industry typical]"
"I","Nomination Details","I-nominee_city","Nominee City","cdsl-bo","NOMINEE_CITY","CHAR(35)","on-modify","truncate to N","Right-pad with spaces","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-nominee_city","Nominee City","nsdl-bo","NomTwnNm","VARCHAR(50) UDiFF","on-modify","truncate to N","Conditional after V2.0.0.0","NSDL/POLICY/2025/0042"
"I","Nomination Details","I-nominee_dob","Nominee DOB","back-office","nom_dob","DATE YYYYMMDD","on-modify","formatted","derives nominee_is_minor flag for guardian workflow","[industry typical]"
"I","Nomination Details","I-nominee_dob","Nominee Date of Birth","cdsl-bo","NOMINEE_DOB","CHAR(8)","on-modify","formatted","YYYYMMDD format; mandatory; used to derive minor flag","CDSL/OPS/DP/SYSTM/2024/628"
"I","Nomination Details","I-nominee_dob","Nominee Date of Birth","nsdl-bo","NomBirthDt","ISODate (YYYY-MM-DD)","on-modify","formatted","ISO 8601 date; mandatory per Oct 21, 2024 nominee mandatory fields","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-nominee_email","Nominee Email","cdsl-bo","NOMINEE_EMAIL","CHAR(100)","on-modify","lowercase","Mandatory per CDSL/OPS/DP/POLCY/2025/289 (was optional pre-revamp)","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-nominee_email","Nominee Email","nsdl-bo","NomEmailAdr","VARCHAR(100) UDiFF","on-modify","lowercase","Email element","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-nominee_is_minor","Nominee Is Minor","back-office","nom_is_minor","CHAR(1)","on-modify","derived from Y","derived from nominee_dob; triggers guardian-section requirement","[industry typical]"
"I","Nomination Details","I-nominee_is_minor","Nominee is Minor","cdsl-bo","NOMINEE_MINOR_FLG","CHAR(1)","on-modify","derived from Y","Derived from nominee_dob; Y if age < 18; triggers guardian block in line 07","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-nominee_is_minor","Nominee is Minor","nsdl-bo","NomMnrFlg","CHAR(1) UDiFF","on-modify","derived from Y","Derived element; triggers Gdn block in XML","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-nominee_mobile","Nominee Mobile","back-office","nom_mobile","VARCHAR(15)","on-modify","[direct]","transmission intimation route","[industry typical]"
"I","Nomination Details","I-nominee_mobile","Nominee Mobile","cdsl-bo","NOMINEE_MOBILE","CHAR(15)","on-modify","[direct]","Mandatory per CDSL/OPS/DP/POLCY/2025/289; 10-digit India","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-nominee_mobile","Nominee Mobile","nsdl-bo","NomMblNb","VARCHAR(15) UDiFF","on-modify","[direct]","ISO 20022 PhneNb pattern","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-nominee_name","Nominee Name","back-office","nom_name","VARCHAR(100)","on-modify","[direct]","per-nominee row; transmission lookup key","[industry typical]"
"I","Nomination Details","I-nominee_name","Nominee Name","cdsl-bo","NOMINEE_NAME","CHAR(100)","on-modify","uppercase","Repeats per nominee in line 07 block; mandatory; right-padded; per CDSL/OPS/DP/POLCY/2025/289","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-nominee_name","Nominee Name","nsdl-bo","NomNm","VARCHAR(100) UDiFF","on-modify","uppercase","ISO-tagged repeating element; mandatory","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-nominee_pan","Nominee PAN","back-office","nom_pan","CHAR(10)","on-modify","uppercase","conditional; one unique ID per nominee mandatory","[industry typical]"
"I","Nomination Details","I-nominee_pan","Nominee PAN","cdsl-bo","NOMINEE_PAN","CHAR(10)","on-modify","uppercase","One of PAN/last-4-Aadhaar/DL/Passport mandatory per SEBI Jun 10, 2024 simplification; right-padded","CDSL/OPS/DP/POLCY/2024/317"
"I","Nomination Details","I-nominee_pan","Nominee PAN","nsdl-bo","NomPANNb","CHAR(10) UDiFF","on-modify","uppercase","At least one identifier (PAN/Aadhaar-last4/DL/Passport) mandatory","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-nominee_passport","Nominee Passport","cdsl-bo","NOMINEE_PASSPORT","CHAR(8)","on-modify","uppercase","Passport for NRI nominee; one of the unique IDs per SEBI Jun 2024 simplification","CDSL/OPS/DP/POLCY/2024/317"
"I","Nomination Details","I-nominee_passport","Nominee Passport","nsdl-bo","NomPsprtNb","CHAR(8) UDiFF","on-modify","uppercase","Passport identifier element","NSDL/POLICY/2025/0030"
"I","Nomination Details","I-nominee_percentage","Nominee Percentage","back-office","nom_pct","NUMBER(5,2)","on-modify","[direct]","must sum to 100 across nominees; validated at BO ingestion","SEBI circular Jan 10, 2025"
"I","Nomination Details","I-nominee_percentage","Nominee Percentage","cdsl-bo","NOMINEE_PCT","CHAR(6)","on-modify","formatted","Format 999.99 zero-padded; sum across nominees must equal 100.00; rejection if mismatch","CDSL/OPS/DP/POLCY/2025/32"
"I","Nomination Details","I-nominee_percentage","Nominee Percentage","nsdl-bo","NomShrPctg","Decimal(5,2) UDiFF","on-modify","formatted","Percentage element; sum=100 validated; if not specified, distributed equally per SEBI Jan 2025","NSDL/POLICY/2025/0006"
"I","Nomination Details","I-nominee_pincode","Nominee Pincode","back-office","nom_pin","CHAR(6)","on-modify","[direct]","physical dispatch on transmission","[industry typical]"
"I","Nomination Details","I-nominee_pincode","Nominee Pincode","cdsl-bo","NOMINEE_PIN","CHAR(6)","on-modify","[direct]","6-digit numeric","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-nominee_pincode","Nominee Pincode","nsdl-bo","NomPstCd","CHAR(6) UDiFF","on-modify","[direct]","6-digit numeric element","NSDL/POLICY/2024/0041"
"I","Nomination Details","I-nominee_relationship","Nominee Relationship","back-office","nom_rel_cd","VARCHAR(2)","on-modify","lookup against R","FA/MO/SP/SO/DA etc per code table","[industry typical]"
